,Unnamed: 0,input,target,task_id
558,558,"[0.78, 0.51, 0.6]",B,5
559,559,"[0.15, 0.32, 0.85]",A,5
560,560,"[0.66, 0.78, 0.12]",B,5
561,561,"[0.83, 0.2, 0.59]",A,5
562,562,"[0.47, 0.6, 0.46]",B,5
563,563,"[0.89, 0.33, 0.8]",B,5
564,564,"[0.08, 0.23, 0.75]",B,5
565,565,"[0.54, 0.82, 0.13]",A,5
566,566,"[0.63, 0.11, 0.94]",B,5
567,567,"[0.87, 0.15, 0.44]",A,5
568,568,"[0.55, 0.57, 0.72]",B,5
569,569,"[0.33, 0.9, 0.1]",A,5
570,570,"[0.09, 0.19, 0.87]",B,5
571,571,"[0.17, 0.58, 0.45]",A,5
572,572,"[0.19, 0.68, 0.39]",B,5
573,573,"[0.46, 0.37, 0.87]",A,5
574,574,"[0.55, 0.82, 0.94]",B,5
575,575,"[0.19, 0.09, 0.12]",A,5
576,576,"[0.72, 0.7, 0.95]",B,5
577,577,"[0.05, 0.42, 0.56]",A,5
578,578,"[0.37, 0.09, 0.3]",B,5
579,579,"[0.0, 0.76, 0.98]",A,5
580,580,"[0.86, 0.32, 0.19]",B,5
581,581,"[0.89, 0.27, 0.45]",A,5
582,582,"[0.2, 0.37, 0.17]",B,5
583,583,"[0.58, 0.78, 0.69]",A,5
584,584,"[0.04, 0.93, 0.63]",B,5
585,585,"[0.76, 0.99, 0.02]",A,5
586,586,"[0.14, 0.54, 0.79]",B,5
587,587,"[0.34, 0.25, 0.19]",A,5
588,588,"[0.44, 0.88, 0.75]",B,5
589,589,"[0.61, 0.06, 0.48]",A,5
590,590,"[0.41, 0.58, 0.32]",B,5
591,591,"[0.89, 0.31, 0.11]",A,5
592,592,"[0.39, 0.12, 0.99]",B,5
593,593,"[0.11, 0.16, 0.02]",A,5
594,594,"[0.78, 0.85, 0.62]",B,5
595,595,"[0.99, 0.9, 0.94]",A,5
596,596,"[0.38, 0.5, 0.6]",B,5
597,597,"[0.09, 0.07, 0.91]",A,5
598,598,"[0.15, 0.62, 0.35]",B,5
599,599,"[0.72, 0.44, 0.9]",A,5
600,600,"[0.35, 0.26, 0.38]",B,6
601,601,"[0.48, 0.53, 0.26]",A,6
602,602,"[0.23, 0.74, 0.8]",B,6
603,603,"[0.01, 0.21, 0.71]",A,6
604,604,"[0.64, 0.81, 0.56]",B,6
605,605,"[0.86, 0.41, 0.09]",A,6
606,606,"[0.68, 0.59, 0.47]",B,6
607,607,"[0.1, 0.36, 0.15]",A,6
608,608,"[0.92, 0.47, 0.59]",B,6
609,609,"[0.79, 0.18, 0.86]",A,6
610,610,"[0.02, 0.65, 0.17]",B,6
611,611,"[0.27, 0.04, 0.43]",A,6
612,612,"[0.51, 0.33, 0.28]",B,6
613,613,"[0.95, 0.23, 0.66]",A,6
614,614,"[0.25, 0.48, 0.05]",B,6
615,615,"[0.83, 0.77, 0.96]",A,6
616,616,"[0.31, 0.7, 0.46]",B,6
617,617,"[0.0, 0.14, 0.4]",A,6
618,618,"[0.98, 0.29, 0.88]",B,6
619,619,"[0.32, 0.03, 0.65]",A,6
620,620,"[0.59, 0.96, 0.01]",B,6
621,621,"[0.66, 0.35, 0.77]",A,6
622,622,"[0.53, 0.91, 0.92]",A,6
623,623,"[0.16, 0.18, 0.22]",B,6
624,624,"[0.77, 0.72, 0.51]",A,6
625,625,"[0.74, 0.08, 0.73]",B,6
626,626,"[0.12, 0.4, 0.25]",A,6
627,627,"[0.94, 0.61, 0.82]",B,6
628,628,"[0.21, 0.28, 0.58]",A,6
629,629,"[0.47, 0.87, 0.36]",B,6
630,630,"[0.85, 0.13, 0.41]",A,6
631,631,"[0.4, 0.45, 0.31]",B,6
632,632,"[0.8, 0.51, 0.2]",A,6
633,633,"[0.06, 0.97, 0.84]",B,6
634,634,"[0.6, 0.22, 0.64]",A,6
635,635,"[0.22, 0.01, 0.49]",B,6
636,636,"[0.57, 0.66, 0.36]",A,6
637,637,"[0.28, 0.38, 0.67]",B,6
638,638,"[0.93, 0.8, 0.12]",A,6
639,639,"[0.97, 0.88, 0.98]",B,6
640,640,"[0.18, 0.32, 0.5]",A,6
641,641,"[0.67, 0.2, 0.68]",B,6
642,642,"[0.88, 0.56, 0.07]",A,6
643,643,"[0.26, 0.6, 0.26]",B,6
644,644,"[0.43, 0.15, 0.37]",A,6
645,645,"[0.5, 0.34, 0.81]",B,6
646,646,"[0.36, 0.76, 0.44]",A,6
647,647,"[0.99, 0.52, 0.89]",B,6
648,648,"[0.07, 0.25, 0.14]",A,6
649,649,"[0.81, 0.69, 0.78]",B,6
650,650,"[0.24, 0.45, 0.03]",A,6
651,651,"[0.45, 0.1, 0.21]",B,6
652,652,"[0.65, 0.73, 0.35]",A,6
653,653,"[0.03, 0.83, 0.57]",B,6
654,654,"[0.75, 0.39, 0.24]",A,6
655,655,"[0.14, 0.24, 0.76]",B,6
656,656,"[0.71, 0.98, 0.34]",A,6
657,657,"[0.82, 0.62, 0.92]",B,6
658,658,"[0.08, 0.77, 0.08]",A,6
659,659,"[0.52, 0.3, 0.7]",B,6
660,660,"[0.29, 0.88, 0.95]",A,6
661,661,"[0.45, 0.62, 0.96]",B,6
662,662,"[0.74, 0.38, 0.96]",A,6
663,663,"[0.01, 0.39, 0.6]",B,6
664,664,"[0.63, 0.2, 0.4]",A,6
665,665,"[0.91, 0.9, 0.08]",B,6
666,666,"[0.97, 0.11, 0.29]",A,6
667,667,"[0.07, 0.9, 0.3]",B,6
668,668,"[0.7, 0.23, 0.63]",A,6
669,669,"[0.33, 0.64, 0.78]",B,6
670,670,"[0.83, 0.76, 0.11]",A,6
671,671,"[0.13, 0.5, 0.45]",B,6
672,672,"[0.02, 0.6, 0.25]",A,6
673,673,"[0.92, 0.45, 0.52]",B,6
674,674,"[0.81, 0.17, 0.06]",A,6
675,675,"[0.39, 0.98, 0.35]",B,6
676,676,"[0.36, 0.34, 0.21]",A,6
677,677,"[0.54, 0.17, 0.79]",B,6
678,678,"[0.17, 0.19, 0.89]",A,6
679,679,"[0.3, 0.86, 0.4]",B,6
680,680,"[0.99, 0.72, 0.03]",A,6
681,681,"[0.8, 0.01, 0.99]",B,6
682,682,"[0.4, 0.44, 0.08]",A,6
683,683,"[0.87, 0.97, 0.24]",B,6
684,684,"[0.47, 0.15, 0.65]",A,6
685,685,"[0.09, 0.64, 0.5]",B,6
686,686,"[0.71, 0.87, 0.9]",A,6
687,687,"[0.67, 0.24, 0.18]",B,6
688,688,"[0.48, 0.41, 0.55]",A,6
689,689,"[0.26, 0.12, 0.51]",B,6
690,690,"[0.56, 0.94, 0.85]",A,6
691,691,"[0.12, 0.31, 0.82]",B,6
692,692,"[0.23, 0.75, 0.27]",A,6
693,693,"[0.05, 0.53, 0.04]",B,6
694,694,"[0.2, 0.1, 0.71]",A,6
695,695,"[0.96, 0.77, 0.44]",B,6
696,696,"[0.93, 0.59, 0.32]",A,6
697,697,"[0.76, 0.36, 0.86]",B,6
698,698,"[0.04, 0.8, 0.73]",A,6
699,699,"[0.35, 0.02, 0.38]",B,6
700,700,"[0.89, 0.61, 0.12]",A,7
701,701,"[0.19, 0.43, 0.94]",B,7
702,702,"[0.65, 0.05, 0.57]",A,7
703,703,"[0.75, 0.22, 0.15]",B,7
704,704,"[0.82, 0.0, 0.34]",A,7
705,705,"[0.63, 0.55, 0.66]",B,7
706,706,"[0.57, 0.56, 0.37]",A,7
707,707,"[0.08, 0.95, 0.47]",B,7
708,708,"[0.34, 0.49, 0.14]",A,7
709,709,"[0.5, 0.25, 0.76]",B,7
710,710,"[0.25, 0.78, 0.68]",A,7
711,711,"[0.11, 0.28, 0.1]",B,7
712,712,"[0.16, 0.88, 0.81]",A,7
713,713,"[0.68, 0.67, 0.53]",B,7
714,714,"[0.95, 0.32, 0.06]",A,7
715,715,"[0.43, 0.69, 0.48]",B,7
716,716,"[0.14, 0.58, 0.13]",A,7
717,717,"[0.51, 0.84, 0.42]",B,7
718,718,"[0.72, 0.96, 0.33]",A,7
719,719,"[0.77, 0.73, 0.96]",B,7
720,720,"[0.66, 0.13, 0.39]",A,7
721,721,"[0.22, 0.37, 0.77]",B,7
722,722,"[0.46, 0.07, 0.58]",A,7
723,723,"[0.03, 0.71, 0.16]",B,7
724,724,"[0.49, 0.93, 0.89]",A,7
725,725,"[0.24, 0.42, 0.23]",B,7
726,726,"[0.1, 0.18, 0.64]",A,7
727,727,"[0.98, 0.33, 0.61]",B,7
728,728,"[0.53, 0.08, 0.74]",A,7
729,729,"[0.27, 0.51, 0.31]",B,7
730,730,"[0.85, 0.83, 0.22]",A,7
731,731,"[0.41, 0.27, 0.87]",B,7
732,732,"[0.18, 0.68, 0.17]",A,7
733,733,"[0.6, 0.14, 0.45]",B,7
734,734,"[0.86, 0.79, 0.54]",A,7
735,735,"[0.94, 0.52, 0.8]",B,7
736,736,"[0.37, 0.4, 0.0]",A,7
737,737,"[0.84, 0.91, 0.09]",A,7
738,738,"[0.32, 0.03, 0.55]",B,7
739,739,"[0.15, 0.57, 0.26]",A,7
740,740,"[0.59, 0.35, 0.83]",B,7
741,741,"[0.28, 0.26, 0.72]",A,7
742,742,"[0.42, 0.81, 0.2]",B,7
743,743,"[0.97, 0.54, 0.43]",A,7
744,744,"[0.06, 0.17, 0.19]",B,7
745,745,"[0.87, 0.98, 0.98]",A,7
746,746,"[0.21, 0.65, 0.52]",B,7
747,747,"[0.88, 0.24, 0.85]",A,7
748,748,"[0.52, 0.47, 0.11]",B,7
749,749,"[0.58, 0.92, 0.67]",A,7
750,750,"[0.31, 0.74, 0.62]",B,7
751,751,"[0.32, 0.51, 0.68]",B,7
752,752,"[0.86, 0.67, 0.8]",A,7
753,753,"[0.37, 0.6, 0.8]",A,7
754,754,"[0.45, 0.31, 0.46]",B,7
755,755,"[0.09, 0.94, 0.76]",A,7
756,756,"[0.62, 0.81, 0.37]",B,7
757,757,"[0.25, 0.1, 0.83]",A,7
758,758,"[0.36, 0.43, 0.11]",B,7
759,759,"[0.81, 0.73, 0.52]",A,7
760,760,"[0.6, 0.0, 0.51]",B,7
761,761,"[0.59, 0.91, 0.59]",A,7
762,762,"[0.84, 0.55, 0.22]",B,7
763,763,"[0.0, 0.92, 0.61]",A,7
764,764,"[0.51, 0.2, 0.3]",B,7
765,765,"[0.62, 0.41, 0.84]",A,7
766,766,"[0.18, 0.14, 0.88]",B,7
767,767,"[0.62, 0.77, 0.82]",A,7
768,768,"[0.56, 0.21, 0.45]",B,7
769,769,"[0.99, 0.62, 0.17]",A,7
770,770,"[0.25, 0.94, 0.09]",B,7
771,771,"[0.02, 0.14, 0.45]",A,7
772,772,"[0.93, 0.3, 0.82]",B,7
773,773,"[0.6, 0.1, 0.93]",A,7
774,774,"[0.3, 0.3, 0.08]",B,7
775,775,"[0.77, 0.53, 0.38]",A,7
776,776,"[0.51, 0.34, 0.56]",B,7
777,777,"[0.98, 0.81, 0.62]",A,7
778,778,"[0.13, 0.94, 0.11]",B,7
779,779,"[0.17, 0.36, 0.72]",A,7
780,780,"[0.62, 0.17, 0.51]",B,7
781,781,"[0.62, 0.75, 0.09]",A,7
782,782,"[0.85, 0.0, 0.37]",B,7
783,783,"[0.64, 0.47, 0.65]",A,7
784,784,"[0.77, 0.19, 0.31]",B,7
785,785,"[0.37, 0.96, 0.93]",A,7
786,786,"[0.93, 0.7, 0.2]",B,7
787,787,"[0.56, 0.04, 0.71]",A,7
788,788,"[0.19, 0.18, 0.19]",B,7
789,789,"[0.44, 0.73, 0.85]",A,7
790,790,"[0.77, 0.83, 0.29]",B,7
791,791,"[0.63, 0.48, 0.16]",A,7
792,792,"[0.39, 0.27, 0.18]",B,7
793,793,"[0.26, 0.65, 0.12]",A,7
794,794,"[0.06, 0.76, 0.38]",B,7
795,795,"[0.24, 0.1, 0.44]",A,7
796,796,"[0.24, 0.84, 0.28]",B,7
797,797,"[0.86, 0.12, 0.34]",A,7
798,798,"[0.82, 0.48, 0.14]",B,7
799,799,"[0.07, 0.21, 0.05]",A,7
800,800,"[0.95, 0.09, 0.39]",B,8
801,801,"[0.97, 0.77, 0.63]",A,8
802,802,"[0.01, 0.04, 0.53]",B,8
803,803,"[0.7, 0.43, 0.43]",A,8
804,804,"[0.2, 0.08, 0.19]",B,8
805,805,"[0.56, 0.9, 0.4]",A,8
806,806,"[0.82, 0.87, 0.18]",B,8
807,807,"[0.5, 0.02, 0.6]",A,8
808,808,"[0.41, 0.72, 0.95]",B,8
809,809,"[0.74, 0.51, 0.49]",A,8
810,810,"[0.34, 0.29, 0.5]",B,8
811,811,"[0.22, 0.31, 0.9]",A,8
812,812,"[0.97, 0.22, 0.48]",B,8
813,813,"[0.02, 0.31, 0.02]",A,8
814,814,"[0.34, 0.9, 0.76]",B,8
815,815,"[0.99, 0.51, 0.3]",A,8
816,816,"[0.05, 0.02, 0.06]",B,8
817,817,"[0.17, 0.31, 0.73]",A,8
818,818,"[0.07, 0.41, 0.29]",B,8
819,819,"[0.11, 0.25, 0.98]",A,8
820,820,"[0.6, 0.05, 0.15]",B,8
821,821,"[0.55, 0.68, 0.58]",A,8
822,822,"[0.93, 0.37, 0.13]",B,8
823,823,"[0.23, 0.93, 0.86]",A,8
824,824,"[0.13, 0.15, 0.35]",B,8
825,825,"[0.48, 0.0, 0.79]",A,8
826,826,"[0.88, 0.4, 0.41]",B,8
827,827,"[0.09, 0.45, 0.66]",A,8
828,828,"[0.07, 0.84, 0.23]",B,8
829,829,"[0.23, 0.04, 0.1]",A,8
830,830,"[0.02, 0.66, 0.54]",B,8
831,831,"[0.75, 0.58, 0.87]",A,8
832,832,"[0.43, 0.14, 0.41]",B,8
833,833,"[0.41, 0.57, 0.57]",A,8
834,834,"[0.64, 0.95, 0.27]",B,8
835,835,"[0.52, 0.83, 0.92]",A,8
836,836,"[0.78, 0.32, 0.68]",B,8
837,837,"[0.8, 0.6, 0.37]",A,8
838,838,"[0.98, 0.38, 0.28]",B,8
839,839,"[0.31, 0.49, 0.03]",A,8
840,840,"[0.11, 0.13, 0.3]",B,8
841,841,"[0.35, 0.78, 0.74]",A,8
842,842,"[0.14, 0.58, 0.25]",B,8
843,843,"[0.75, 0.39, 0.48]",A,8
844,844,"[0.46, 0.5, 0.08]",B,8
845,845,"[0.06, 0.01, 0.94]",A,8
846,846,"[0.29, 0.86, 0.81]",B,8
847,847,"[0.87, 0.99, 0.81]",A,8
848,848,"[0.08, 0.79, 0.45]",B,8
849,849,"[0.13, 0.41, 0.09]",A,8
850,850,"[0.72, 0.19, 0.4]",B,8
851,851,"[0.95, 0.45, 0.22]",A,8
852,852,"[0.79, 0.37, 0.62]",B,8
853,853,"[0.7, 0.58, 0.24]",A,8
854,854,"[0.85, 0.3, 0.46]",B,8
855,855,"[0.27, 0.61, 0.95]",A,8
856,856,"[0.2, 0.82, 0.48]",B,8
857,857,"[0.99, 0.13, 0.32]",A,8
858,858,"[0.57, 0.68, 0.76]",B,8
859,859,"[0.05, 0.4, 0.03]",A,8
860,860,"[0.63, 0.15, 0.8]",B,8
861,861,"[0.35, 0.38, 0.09]",A,8
862,862,"[0.83, 0.92, 0.37]",B,8
863,863,"[0.21, 0.74, 0.67]",A,8
864,864,"[0.17, 0.18, 0.49]",B,8
865,865,"[0.51, 0.03, 0.44]",A,8
866,866,"[0.44, 0.55, 0.78]",B,8
867,867,"[0.31, 0.48, 0.55]",A,8
868,868,"[0.25, 0.08, 0.87]",B,8
869,869,"[0.33, 0.26, 0.02]",A,8
870,870,"[0.9, 0.97, 0.73]",B,8
871,871,"[0.67, 0.07, 0.14]",A,8
872,872,"[0.47, 0.29, 0.39]",B,8
873,873,"[0.06, 0.22, 0.68]",A,8
874,874,"[0.8, 0.74, 0.95]",B,8
875,875,"[0.12, 0.09, 0.56]",A,8
876,876,"[0.92, 0.06, 0.13]",B,8
877,877,"[0.48, 0.77, 0.18]",A,8
878,878,"[0.89, 0.51, 0.81]",B,8
879,879,"[0.09, 0.28, 0.5]",A,8
880,880,"[0.14, 0.65, 0.19]",B,8
881,881,"[0.36, 0.33, 0.71]",A,8
882,882,"[0.98, 0.84, 0.45]",B,8
883,883,"[0.11, 0.95, 0.29]",A,8
884,884,"[0.16, 0.23, 0.64]",B,8
885,885,"[0.81, 0.62, 0.34]",A,8
886,886,"[0.71, 0.1, 0.27]",B,8
887,887,"[0.02, 0.96, 0.08]",A,8
888,888,"[0.53, 0.43, 0.88]",B,8
889,889,"[0.96, 0.2, 0.54]",A,8
890,890,"[0.77, 0.34, 0.25]",B,8
891,891,"[0.34, 0.76, 0.15]",A,8
892,892,"[0.82, 0.39, 0.66]",B,8
893,893,"[0.1, 0.66, 0.42]",A,8
894,894,"[0.4, 0.24, 0.91]",B,8
895,895,"[0.61, 0.54, 0.74]",A,8
896,896,"[0.28, 0.87, 0.51]",B,8
897,897,"[0.07, 0.73, 0.23]",A,8
898,898,"[0.68, 0.12, 0.36]",B,8
899,899,"[0.75, 0.52, 0.6]",A,8
900,900,"[0.24, 0.31, 0.04]",B,9
901,901,"[0.23, 0.45, 0.86]",A,9
902,902,"[0.87, 0.81, 0.77]",B,9
903,903,"[0.5, 0.59, 0.79]",A,9
904,904,"[0.88, 0.93, 0.07]",B,9
905,905,"[0.29, 0.49, 0.35]",A,9
906,906,"[0.15, 0.0, 0.43]",B,9
907,907,"[0.22, 0.17, 0.85]",A,9
908,908,"[0.54, 0.11, 0.26]",B,9
909,909,"[0.37, 0.44, 0.63]",A,9
910,910,"[0.97, 0.16, 0.52]",B,9
911,911,"[0.65, 0.86, 0.28]",A,9
912,912,"[0.32, 0.75, 0.98]",B,9
913,913,"[0.98, 0.02, 0.12]",A,9
914,914,"[0.58, 0.69, 0.41]",B,9
915,915,"[0.69, 0.34, 0.57]",A,9
916,916,"[0.26, 0.5, 0.1]",B,9
917,917,"[0.04, 0.05, 0.88]",A,9
918,918,"[0.78, 0.89, 0.38]",B,9
919,919,"[0.6, 0.25, 0.72]",A,9
920,920,"[0.18, 0.79, 0.47]",B,9
921,921,"[0.14, 0.53, 0.44]",A,9
922,922,"[0.46, 0.21, 0.17]",B,9
923,923,"[0.19, 0.07, 0.33]",A,9
924,924,"[0.93, 0.67, 0.69]",B,9
925,925,"[0.08, 0.42, 0.9]",A,9
926,926,"[0.41, 0.94, 0.3]",B,9
927,927,"[0.55, 0.35, 0.11]",A,9
928,928,"[0.01, 0.6, 0.96]",B,9
929,929,"[0.38, 0.64, 0.2]",A,9
930,930,"[0.56, 0.27, 0.53]",B,9
931,931,"[0.76, 0.88, 0.65]",A,9
932,932,"[0.94, 0.47, 0.84]",B,9
933,933,"[0.64, 0.71, 0.4]",A,9
934,934,"[0.43, 0.36, 0.01]",B,9
935,935,"[0.3, 0.08, 0.58]",A,9
936,936,"[0.86, 0.57, 0.32]",B,9
937,937,"[0.2, 0.8, 0.49]",A,9
938,938,"[0.99, 0.32, 0.75]",B,9
939,939,"[0.45, 0.14, 0.62]",A,9
940,940,"[0.66, 0.46, 0.24]",B,9
941,941,"[0.73, 0.98, 0.83]",A,9
942,942,"[0.4, 0.0, 0.05]",B,9
943,943,"[0.03, 0.5, 0.22]",A,9
944,944,"[0.59, 0.41, 0.89]",B,9
945,945,"[0.17, 0.39, 0.37]",A,9
946,946,"[0.91, 0.72, 0.61]",B,9
947,947,"[0.35, 0.83, 0.27]",A,9
948,948,"[0.85, 0.26, 0.16]",B,9
949,949,"[0.05, 0.04, 0.77]",A,9
950,950,"[0.52, 0.85, 0.54]",B,9
